product_id,product_name,product_type,provider_name,active_status,minimum_time_in_business_months,minimum_monthly_revenue,minimum_annual_revenue,minimum_funding_amount,maximum_funding_amount,eligible_states,restricted_states,eligible_industries,restricted_industries,preferred_credit_range,minimum_credit_guidance,maximum_existing_positions,negative_day_tolerance,nsf_tolerance,average_balance_guidance,required_collateral,personal_guarantee_requirement,payment_frequency,typical_term_min_months,typical_term_max_months,typical_process_time,required_documents,supported_uses_of_funds,prohibited_uses_of_funds,best_fit_profile,common_decline_reasons,exception_policy,criteria_last_verified,criteria_source,product_owner,matrix_version,record_status,notes
gokap-cannabis,Cannabis Business Loans,term_loan,GoKapital,true,12,20000,,50000,5000000,,,Real Estate | Healthcare | Retail,,600_639,600,,,,,none,conditional,monthly,,,1 - 2 Weeks,government_id | bank_statements | business_formation_documents,expansion | debt_refinance,,"Structured business funding for expansion, refinancing, or planned growth.",Open bankruptcy | Major tax liens | Recent severe delinquencies,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,GoKapital,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=Varies; rate_cost_range=Varies; startup_eligible=no; public_label=Specialty Industry Business Loan; qualification_band=fair_credit_business_funding
gokap-truck,Commercial Truck Financing,equipment_financing,GoKapital,true,,,,20000,5000000,,,Real Estate | Healthcare | Retail,,600_639,600,,,,,equipment,conditional,monthly,12,60,1 - 3 Days,government_id | equipment_quote | other | bank_statements,equipment,,"Asset-backed financing for equipment, trucks, and revenue-producing business assets.",Obsolete or salvage-title equipment | No invoice or spec sheet | Weak repayment support,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,GoKapital,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=1 - 5 Years; rate_cost_range=Varies; startup_eligible=no; public_label=Commercial Truck Financing; qualification_band=fair_credit_business_funding
rok-term,Small Business Loans,term_loan,ROK Financial,true,24,15000,,20000,5000000,,,Small Business | Healthcare | Construction,,600_639,600,,,,,none,unknown,monthly,72,120,1 - 3 Days,government_id | bank_statements | business_formation_documents,expansion | debt_refinance,,"Structured business funding for expansion, refinancing, or planned growth.",Open bankruptcy | Major tax liens | Recent severe delinquencies,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,ROK Financial,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=6 mos - 10 Years; rate_cost_range=Varies; startup_eligible=no; public_label=Small Business Loan — Standard Profile; qualification_band=fair_credit_business_funding
rok-bloc,Business Line of Credit,business_line_of_credit,ROK Financial,true,12,15000,,10000,500000,,,Small Business | Healthcare | Construction,,600_639,600,,,,,none,unknown,variable,,,1 - 3 Days,government_id | bank_statements | business_formation_documents,working_capital,,Flexible revolving access for businesses that want ongoing draw-based capital.,Open bankruptcy | Major tax liens | Recent severe delinquencies,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,ROK Financial,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=Revolving; rate_cost_range=Varies; startup_eligible=no; public_label=Business Line of Credit — Option 4; qualification_band=fair_credit_business_funding
rok-sba,SBA Loans,sba_related_financing,ROK Financial,true,24,,,50000,5000000,,,Small Business | Healthcare | Construction,,680_719,680,,,,,none,unknown,monthly,120,300,1 - 3 Months,government_id | bank_statements | business_formation_documents | business_tax_returns | other,expansion | debt_refinance,,"Structured business funding for expansion, refinancing, or planned growth.",Open bankruptcy | Major tax liens | Recent severe delinquencies,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,ROK Financial,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=10 - 25 Years; rate_cost_range=Prime Based; startup_eligible=no; public_label=SBA-Style Business Loan — Option 3; qualification_band=stronger_credit_bank_adjacent
rok-equip,Equipment Financing,equipment_financing,ROK Financial,true,,15000,,20000,5000000,,,Small Business | Healthcare | Construction,,600_639,600,,,,,equipment,unknown,monthly,12,60,1 - 3 Days,government_id | equipment_quote | other | bank_statements,equipment,,"Asset-backed financing for equipment, trucks, and revenue-producing business assets.",Obsolete or salvage-title equipment | No invoice or spec sheet | Weak repayment support,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,ROK Financial,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=1 - 5 Years; rate_cost_range=Varies; startup_eligible=no; public_label=Equipment Finance Program — Option 3; qualification_band=fair_credit_business_funding
rok-ar,Accounts Receivable Financing,factoring,ROK Financial,true,,15000,,20000,5000000,,,Small Business | Healthcare | Construction,,600_639,600,,,,,none,unknown,variable,,,1 - 3 Days,government_id | bank_statements,working_capital | inventory | payroll | receivables_gap,,Fast-turn working capital for businesses that need speed and have active revenue.,Recent NSFs | Unstable deposits | Severe cash-flow deterioration,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,ROK Financial,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=Revolving; rate_cost_range=Factor Rate; startup_eligible=no; public_label=Invoice Advance Program; qualification_band=fair_credit_business_funding
rok-mca,Merchant Cash Advance / Working Capital,short_term_working_capital,ROK Financial,true,6,15000,,20000,2000000,,,Small Business | Healthcare | Construction,,below_550,500,,,,,none,unknown,daily | weekly,3,18,24 Hours,government_id | bank_statements,working_capital | inventory | payroll,,Fast-turn working capital for businesses that need speed and have active revenue.,Recent NSFs | Unstable deposits | Severe cash-flow deterioration,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,ROK Financial,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=3 - 18 Months; rate_cost_range=Factor Rate; startup_eligible=no; public_label=Fast Working Capital Advance — Option 2; qualification_band=subprime_revenue_based
rok-franchise,Franchise Financing,term_loan,ROK Financial,true,,,,50000,5000000,,,Small Business | Healthcare | Construction,,680_719,680,,,,,none,unknown,monthly,,,2 - 4 Weeks,government_id | bank_statements | business_formation_documents,expansion | debt_refinance,,"Structured business funding for expansion, refinancing, or planned growth.",Open bankruptcy | Major tax liens | Recent severe delinquencies,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,ROK Financial,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=Varies; rate_cost_range=Varies; startup_eligible=no; public_label=Franchise Business Loan; qualification_band=stronger_credit_bank_adjacent
rok-res-invest,Residential Investment Loans,commercial_real_estate_financing,ROK Financial,true,,,,100000,5000000,,,Small Business | Healthcare | Construction,,640_679,650,,,,,real_estate,unknown,variable,12,24,2 - 4 Weeks,government_id | real_estate_documents | lease,debt_refinance | acquisition,,"Property-focused capital for acquisition, refinance, bridge, rental, or commercial use.",Weak equity or unsupported LTV | Unclear exit strategy | Incomplete property file,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,ROK Financial,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=12 - 24 Months; rate_cost_range=Varies; startup_eligible=no; public_label=Bridge Real Estate Loan — Option 2; qualification_band=real_estate_asset_backed
rok-startup,Startup Funding,business_line_of_credit,ROK Financial,true,0,0,,10000,150000,,,Small Business | Healthcare | Construction,,680_719,680,,,,,none,unknown,monthly,,,2 - 3 Weeks,government_id | application | other,working_capital | inventory | marketing | other,,"White-labeled startup capital path for founders using credit, income, or eligible personal assets.",Recent derogatory credit | Insufficient personal income where required | Open bankruptcy,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,ROK Financial,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=Revolving; rate_cost_range=0% Intro / Varies; startup_eligible=yes; public_label=Startup Funding Program — Option 2; qualification_band=startup_no_revenue_credit_leverage
rok-cre,Commercial Real Estate Financing,commercial_real_estate_financing,ROK Financial,true,,,,100000,50000000,,,Small Business | Healthcare | Construction,,640_679,660,,,,,real_estate,unknown,monthly,,,1 - 3 Months,government_id | real_estate_documents | lease,debt_refinance | acquisition | real_estate,,"Property-focused capital for acquisition, refinance, bridge, rental, or commercial use.",Weak equity or unsupported LTV | Unclear exit strategy | Incomplete property file,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,ROK Financial,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=Varies; rate_cost_range=Varies; startup_eligible=no; public_label=Commercial Real Estate Loan — Option 2; qualification_band=real_estate_asset_backed
8fig-growth,Growth Plan,revenue_based_financing,8fig,true,6,8500,,10000,500000,"United States, Canada",,E-commerce | Amazon Sellers | Walmart Sellers | Shopify Sellers,,not_provided,,,,,,none,unknown,variable,,,24 - 48 Hours,government_id | other | bank_statements,inventory,,"Seller-focused capital tied to marketplace performance, inventory, and cash flow.",Suspended or disconnected marketplace account | Insufficient platform sales history | Weak account health,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,8fig,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=Supply Chain Aligned; rate_cost_range=Fixed Fee 6% - 10%; startup_eligible=no; public_label=Seller Growth Plan; qualification_band=ecommerce_marketplace
onramp-growth,E-commerce Growth Capital,revenue_based_financing,OnRamp Funds,true,,3000,,5000,2000000,,,,,not_provided,,,,,,none,unknown,variable,,,Instant,government_id | other | bank_statements,inventory,,"Seller-focused capital tied to marketplace performance, inventory, and cash flow.",Suspended or disconnected marketplace account | Insufficient platform sales history | Weak account health,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,OnRamp Funds,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=Varies; rate_cost_range=1% - 3% Fee; startup_eligible=no; public_label=E-Commerce Growth Capital; qualification_band=ecommerce_marketplace
payability-instant,Instant Access (Daily Payouts),factoring,Payability,true,3,2000,,1000,,,,E-commerce | Amazon Sellers | Walmart Sellers,,not_provided,,,,,,none,unknown,daily,,,24 Hours,government_id | other | bank_statements,inventory,,"Seller-focused capital tied to marketplace performance, inventory, and cash flow.",Suspended or disconnected marketplace account | Insufficient platform sales history | Weak account health,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,Payability,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=Daily; rate_cost_range=2% Flat Fee (Gross); startup_eligible=no; public_label=Daily Seller Payout Advance; qualification_band=ecommerce_marketplace
payability-advance,Instant Advance,short_term_working_capital,Payability,true,9,10000,,5000,250000,,,E-commerce | Amazon Sellers | Walmart Sellers,,not_provided,,,,,,none,unknown,weekly,,,24 Hours,government_id | other | bank_statements,inventory,,"Seller-focused capital tied to marketplace performance, inventory, and cash flow.",Suspended or disconnected marketplace account | Insufficient platform sales history | Weak account health,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,Payability,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=Weekly; rate_cost_range=Varies; startup_eligible=no; public_label=Seller Instant Advance; qualification_band=ecommerce_marketplace
fundgrow-stacking,Business Credit Stacking,business_line_of_credit,Fund&Grow,true,0,0,,10000,250000,,,Small Business | Startups,,680_719,700,,,,,none,unknown,variable,,,2 - 4 Weeks,government_id | application | other,working_capital | inventory | marketing | other,,"White-labeled startup capital path for founders using credit, income, or eligible personal assets.",Recent derogatory credit | Insufficient personal income where required | Open bankruptcy,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,Fund&Grow,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=Revolving (0% 6-12mo); rate_cost_range=0% Intro Rate; startup_eligible=yes; public_label=Startup Funding Program — Option 3; qualification_band=startup_no_revenue_credit_leverage
creditsuite-builder,Business Credit Builder,other,Credit Suite,true,0,0,,,,,,Small Business,,not_provided,,,,,,none,unknown,unknown,,,,government_id | application | other,working_capital | inventory | marketing | other,,"White-labeled startup capital path for founders using credit, income, or eligible personal assets.",Recent derogatory credit | Insufficient personal income where required | Open bankruptcy,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,Credit Suite,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; rate_cost_range=Consulting Fee; startup_eligible=yes; public_label=Business Credit Builder; qualification_band=startup_no_revenue_credit_leverage
bluebridge-efa,Equipment Finance Agreement,equipment_financing,Blue Bridge Financial,true,24,,,10000,500000,,,,,600_639,600,,,,,equipment,unknown,monthly,12,60,1 - 3 Days,government_id | equipment_quote | other | bank_statements,equipment,,"Asset-backed financing for equipment, trucks, and revenue-producing business assets.",Obsolete or salvage-title equipment | No invoice or spec sheet | Weak repayment support,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,Blue Bridge Financial,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=1 - 5 Years; rate_cost_range=Varies; startup_eligible=no; public_label=Equipment Finance Program — Option 4; qualification_band=fair_credit_business_funding
nbc-term,Small Business Loans,term_loan,National Business Capital,true,12,10000,,25000,5000000,,,,,600_639,600,,,,,none,unknown,monthly,72,120,24 Hours,government_id | bank_statements | business_formation_documents,expansion | debt_refinance,,"Structured business funding for expansion, refinancing, or planned growth.",Open bankruptcy | Major tax liens | Recent severe delinquencies,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,National Business Capital,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=6 mos - 10 Years; rate_cost_range=Varies; startup_eligible=no; public_label=Small Business Loan — Standard Profile #2; qualification_band=fair_credit_business_funding
sellersfi-wc,Working Capital,revenue_based_financing,SellersFi,true,6,20000,,10000,10000000,,,E-commerce,,600_639,600,,,,,none,unknown,weekly | monthly,3,24,24 - 48 Hours,government_id | bank_statements,working_capital | inventory | payroll,,Fast-turn working capital for businesses that need speed and have active revenue.,Recent NSFs | Unstable deposits | Severe cash-flow deterioration,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,SellersFi,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=3 - 24 Months; rate_cost_range=Varies; startup_eligible=no; public_label=Working Capital Loan; qualification_band=fair_credit_business_funding
guidant-robs,401(k) Rollover (ROBS),other,Guidant Financial,true,0,0,,50000,5000000,,,,,not_provided,,,,,,none,unknown,unknown,,,3 - 4 Weeks,government_id | application | other,working_capital | inventory | marketing | other,,"White-labeled startup capital path for founders using credit, income, or eligible personal assets.",Recent derogatory credit | Insufficient personal income where required | Open bankruptcy,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,Guidant Financial,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; rate_cost_range=Setup Fee + Monthly Admin; startup_eligible=yes; public_label=Retirement Funding Strategy; qualification_band=startup_no_revenue_credit_leverage
finfactory-ubf,Unsecured Business Finance,business_line_of_credit,Finance Factory,true,0,0,,25000,500000,,,,,680_719,700,,,,,none,unknown,monthly,,,10 - 14 Days,government_id | application | other,working_capital | inventory | marketing | other,,"White-labeled startup capital path for founders using credit, income, or eligible personal assets.",Recent derogatory credit | Insufficient personal income where required | Open bankruptcy,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,Finance Factory,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=Revolving / 5-7 Years; rate_cost_range=0% Intro / 6% - 15%; startup_eligible=yes; public_label=Unsecured Startup Funding Program; qualification_band=startup_no_revenue_credit_leverage
fora-sbl,Small Business Loan,term_loan,Fora Financial,true,6,12000,,5000,500000,,,Small Business | Retail | Restaurants,,below_550,500,,,,,none,unknown,daily | weekly,6,15,24 - 72 Hours,government_id | bank_statements | business_formation_documents,expansion | debt_refinance,,"Structured business funding for expansion, refinancing, or planned growth.",Open bankruptcy | Major tax liens | Recent severe delinquencies,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,Fora Financial,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=6 - 15 Months; rate_cost_range=Factor Rate; startup_eligible=no; public_label=Small Business Loan — Option 4; qualification_band=subprime_revenue_based
fora-advance,Revenue Advance,short_term_working_capital,Fora Financial,true,6,12000,,5000,500000,,,Small Business | Retail | Restaurants,,below_550,500,,,,,none,unknown,daily | weekly,,,24 Hours,government_id | bank_statements,working_capital | inventory | payroll,,Fast-turn working capital for businesses that need speed and have active revenue.,Recent NSFs | Unstable deposits | Severe cash-flow deterioration,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,Fora Financial,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=Varies; rate_cost_range=Factor Rate; startup_eligible=no; public_label=Revenue Advance Program — Option 6; qualification_band=subprime_revenue_based
credibly-wc,Working Capital Loan,term_loan,Credibly,true,6,15000,,5000,600000,,,Small Business | Healthcare | Retail,,below_550,500,,,,,none,unknown,daily | weekly,6,24,24 Hours,government_id | bank_statements | business_formation_documents,working_capital | inventory | payroll,,Fast-turn working capital for businesses that need speed and have active revenue.,Recent NSFs | Unstable deposits | Severe cash-flow deterioration,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,Credibly,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=6 - 24 Months; rate_cost_range=Factor Rate 1.11+; startup_eligible=no; public_label=Working Capital Loan — Option 2; qualification_band=subprime_revenue_based
credibly-ex,Business Expansion Loan,term_loan,Credibly,true,6,15000,,5000,600000,,,Small Business | Healthcare | Retail,,600_639,600,,,,,none,unknown,weekly,18,24,3 - 5 Days,government_id | bank_statements | business_formation_documents,expansion | debt_refinance,,"Structured business funding for expansion, refinancing, or planned growth.",Open bankruptcy | Major tax liens | Recent severe delinquencies,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,Credibly,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=18 - 24 Months; rate_cost_range=Simple Interest; startup_eligible=no; public_label=Business Expansion Loan; qualification_band=fair_credit_business_funding
uplyft-mca,Merchant Cash Advance,short_term_working_capital,Uplyft Capital,true,6,10000,,5000,500000,,,Small Business | Retail | Restaurants,,below_550,500,,,,,none,unknown,daily,3,12,24 Hours,government_id | bank_statements,working_capital | inventory | payroll,,Fast-turn working capital for businesses that need speed and have active revenue.,Recent NSFs | Unstable deposits | Severe cash-flow deterioration,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,Uplyft Capital,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=3 - 12 Months; rate_cost_range=Factor Rate; startup_eligible=no; public_label=Revenue Advance Program — Option 7; qualification_band=subprime_revenue_based
visio-rental,Rental Loans (DSCR),commercial_real_estate_financing,Visio Lending,true,,,,75000,5000000,,,Real Estate,,680_719,680,,,,,real_estate,unknown,monthly,360,360,3 - 4 Weeks,government_id | real_estate_documents | lease,debt_refinance | acquisition,,"Property-focused capital for acquisition, refinance, bridge, rental, or commercial use.",Weak equity or unsupported LTV | Unclear exit strategy | Incomplete property file,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,Visio Lending,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=30 Years; rate_cost_range=6% - 9%; startup_eligible=no; public_label=Rental Property Loan — Option 2; qualification_band=real_estate_asset_backed
newsilver-flip,Fix and Flip Bridge,commercial_real_estate_financing,New Silver,true,,,,100000,5000000,,,Real Estate,,640_679,650,,,,,real_estate,unknown,variable,12,24,5 - 7 Days,government_id | real_estate_documents | lease,debt_refinance | acquisition,,"Property-focused capital for acquisition, refinance, bridge, rental, or commercial use.",Weak equity or unsupported LTV | Unclear exit strategy | Incomplete property file,Human review required before provider-specific recommendation or submission.,2026-06-26,funding_product_portfolio_report.md (Full Product Inventory); verification=imported_from_portfolio_report; supplemented by funding-products.whitelabel.registry.json,New Silver,PM-2026-07-16-r1,current,source_verification=imported_from_portfolio_report; original_term=12 - 24 Months; rate_cost_range=8% - 11%; startup_eligible=no; public_label=Fix-and-Flip Bridge Loan; qualification_band=real_estate_asset_backed
